Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Brey Cook,T,,"$2,500",0.00%,,,,,,,,,,table_dead,2015
Corey Crawford,DE,,"$2,500",0.00%,,,,,,,,,,table_dead,2015
Lee Doss,WR,,"$1,334",0.00%,,,,,,,,,,table_dead,2015
Jeremy Kimbrough,ILB,,"$1,334",0.00%,,,,,,,,,,table_dead,2015
Tyler Rutenbeck,WR,,"$1,000",0.00%,,,,,,,,,,table_dead,2015
Devin Mahina,TE,,$833,0.00%,,,,,,,,,,table_dead,2015
Reggie Bell,WR,,$333,0.00%,,,,,,,,,,table_dead,2015
Dyshawn Davis,LB,,$333,0.00%,,,,,,,,,,table_dead,2015
Quinton Dunbar,CB,,$333,0.00%,,,,,,,,,,table_dead,2015
Kirk Cousins,QB,29,"$23,943,600",14.34%,"($23,943,600)","$23,943,600",-,-,-,-,-,-,-,table_active,2017
Josh Norman,CB,30,"$20,000,000",11.98%,"($28,500,000)","$16,500,000","$3,000,000",-,"$500,000",-,-,-,-,table_active,2017
Ryan Kerrigan,OLB,29,"$11,700,000",7.01%,"($17,850,000)","$8,250,000","$3,200,000",-,"$250,000",-,-,-,-,table_active,2017
Brandon Scherff,G,26,"$5,786,082",3.46%,"($9,913,470)","$615,000","$3,422,388",-,"$1,748,694",-,-,-,-,table_active,2017
Terrell McClain,DE,29,"$3,734,375",2.24%,"($10,500,000)","$2,250,000","$1,250,000",-,"$234,375",-,-,-,-,table_active,2017
Morgan Moses,RT,26,"$3,621,394",2.17%,"($14,221,394)","$1,297,000","$2,074,394",-,"$250,000",-,-,-,-,table_active,2017
Colt McCoy,QB,31,"$3,600,000",2.16%,"($4,000,000)","$2,800,000","$600,000",-,"$200,000",-,-,-,-,table_active,2017
Vernon Davis,TE,33,"$3,333,333",2.00%,"($7,500,000)","$2,000,000","$1,333,333",-,-,-,-,-,-,table_active,2017
