Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Ronnie Hickman,S,23,"$921,666",0.36%,"($13,334)","$915,000","$6,666",-,-,-,-,-,-,table_active,2024
Jamari Thrash,WR,24,"$876,352",0.34%,"($325,408)","$795,000","$81,352",-,-,-,-,-,-,table_active,2024
Germain Ifedi,G,30,"$820,830",0.32%,-,"$1,210,000",-,-,-,-,-,-,-,table_active,2024
Mohamoud Diabate,OLB,23,"$806,666",0.32%,"($16,667)","$798,333","$8,333",-,-,-,-,-,-,table_active,2024
Winston Reid,OLB,25,"$750,833",0.29%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Nathaniel Watson,OLB,24,"$618,333",0.24%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Myles Harden,CB,23,"$587,862",0.23%,"($110,332)","$560,279","$27,583",-,-,-,-,-,-,table_active,2024
Rex Sunahara,LS,28,"$574,171",0.22%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Sam Kamara,DT,27,"$437,776",0.17%,-,"$985,000",-,-,-,-,-,-,-,table_active,2024
Geron Christian,LT,28,"$437,500",0.17%,-,"$437,500",-,-,-,-,-,-,-,table_active,2024
Cam Thomas,DE,24,"$390,888",0.15%,-,"$1,172,667",-,-,-,-,-,-,-,table_active,2024
Chigozie Anusiem,CB,24,"$353,336",0.14%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
James Houston,OLB,26,"$304,998",0.12%,-,"$915,000",-,-,-,-,-,-,-,table_active,2024
Blake Whiteheart,TE,24,"$304,998",0.12%,-,"$915,000",-,-,-,-,-,-,-,table_active,2024
Mike Woods,WR,24,"$273,611",0.11%,-,"$985,000",-,-,-,-,-,-,-,table_active,2024
Bailey Zappe,QB,25,"$273,610",0.11%,-,"$985,000",-,-,-,-,-,-,-,table_active,2024
Jowon Briggs,DT,23,"$220,835",0.09%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Brenden Bates,TE,25,"$132,501",0.05%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
James Proche,WR,28,"$109,444",0.04%,-,"$1,125,000",-,-,-,-,-,-,-,table_active,2024
John Kelly,RB,28,"$58,611",0.02%,-,"$1,055,000",-,-,-,-,-,-,-,table_active,2024
Michael Dwumfour,DT,26,"$54,722",0.02%,-,"$985,000",-,-,-,-,-,-,-,table_active,2024
Kaden Davis,WR,26,"$44,167",0.02%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Chris Edmonds,S,23,"$44,167",0.02%,-,"$795,000",-,-,-,-,-,-,-,table_active,2024
Deshaun Watson,QB,29,"$27,942,678",10.94%,"($200,712,678)","$1,210,000","$8,790,678",-,-,-,-,"$17,942,000",-,table_injured,2024
David Njoku,TE,28,"$9,645,000",3.78%,"($30,805,000)","$1,210,000","$2,293,000","$1,500,000",-,"$3,958,000",-,"$684,000",-,table_injured,2024
Nick Chubb,RB,29,"$6,275,000",2.46%,"($6,050,000)","$1,125,000","$4,925,000","$225,000",-,-,-,-,-,table_injured,2024
Jedrick Wills,LT,25,"$4,192,352",1.64%,"($16,004,408)","$1,125,000",-,-,-,-,-,"$3,067,352",-,table_injured,2024
Greg Newsome,CB,24,"$4,056,416",1.59%,"($4,056,416)","$2,398,464","$1,657,952",-,-,-,-,-,-,table_injured,2024
Jeremiah Owusu-Koramoah,OLB,25,"$3,414,679",1.34%,"($20,517,292)","$1,055,000","$1,897,119","$360,000",-,-,"$82,560","$20,000",-,table_injured,2024
Shelby Harris,DT,33,"$2,186,000",0.86%,"($3,990,000)","$1,210,000","$556,000","$420,000",-,-,-,-,-,table_injured,2024
Maurice Hurst,DT,29,"$1,740,000",0.68%,"($1,000,000)","$1,170,000","$375,000","$195,000",-,-,-,-,-,table_injured,2024
Alex Wright,DE,24,"$1,443,702",0.57%,"($514,936)","$1,136,234","$257,468",-,-,-,"$50,000",-,-,table_injured,2024
Nick Harris,C,26,"$1,395,000",0.55%,-,"$1,055,000",-,"$340,000",-,-,-,-,-,table_injured,2024
Charley Hughlett,LS,34,"$1,383,000",0.54%,"($519,000)","$1,210,000","$173,000",-,-,-,-,-,-,table_injured,2024
Cedric Tillman,WR,24,"$1,275,780",0.50%,"($810,252)","$1,005,696","$270,084",-,-,-,-,-,-,table_injured,2024
James Hudson,RT,25,"$1,253,104",0.49%,"($198,104)","$1,055,000","$198,104",-,-,-,-,-,-,table_injured,2024
Dawand Jones,RT,23,"$1,113,083",0.44%,"($594,249)","$915,000","$198,083",-,-,-,-,-,-,table_injured,2024
Jerome Ford,RB,25,"$1,065,537",0.42%,"($161,074)","$985,000","$80,537",-,-,-,-,-,-,table_injured,2024
David Bell,WR,24,"$1,051,166",0.41%,-,"$1,051,167",-,-,-,-,-,-,-,table_injured,2024
Pierre Strong,RB,26,"$985,000",0.39%,-,"$985,000",-,-,-,-,-,-,-,table_injured,2024
Geoff Swaim,TE,31,"$711,389",0.28%,-,"$1,210,000",-,-,-,-,-,-,-,table_injured,2024
Tony Brown,CB,28,"$711,386",0.28%,-,"$1,125,000",-,-,-,-,-,-,-,table_injured,2024
Luke Wypler,C,23,"$539,993",0.21%,"($134,979)","$495,000","$44,993",-,-,-,-,-,-,table_injured,2024
Hakeem Adeniji,LT,27,"$520,000",0.20%,-,"$520,000",-,-,-,-,-,-,-,table_injured,2024
Marcus Haynes,OLB,,"$225,000",0.09%,,,,,,,,,,table_practice-squad,2024
Lorenzo Thompson,LT,,"$225,000",0.09%,,,,,,,,,,table_practice-squad,2024
Cameron Tom,C,,"$201,600",0.08%,,,,,,,,,,table_practice-squad,2024
Javion Cohen,G,,"$162,500",0.06%,,,,,,,,,,table_practice-squad,2024
Trey Dean,S,,"$162,500",0.06%,,,,,,,,,,table_practice-squad,2024
Kahlef Hailassie,S,,"$125,000",0.05%,,,,,,,,,,table_practice-squad,2024
Elerson Smith,DE,,"$75,000",0.03%,,,,,,,,,,table_practice-squad,2024
Tre McKitty,TE,,"$67,200",0.03%,,,,,,,,,,table_practice-squad,2024
Jaelen Gill,WR,,"$50,000",0.02%,,,,,,,,,,table_practice-squad,2024
Julian Pearl,LT,,"$50,000",0.02%,,,,,,,,,,table_practice-squad,2024
Jacob Kibodi,RB,,"$37,500",0.01%,,,,,,,,,,table_practice-squad,2024
Cameron Latu,TE,,"$12,500",0.00%,,,,,,,,,,table_practice-squad,2024
Aidan Robbins,RB,,"$12,500",0.00%,,,,,,,,,,table_practice-squad,2024
