Player,Age,Team,Position,Games_Played,Games_Started,Interceptions,Times_Targeted,Completions_When_Targeted,Completion_Percentage,Yards_Allowed,Yards_Per_Reception,Yards_Per_Target,Recieving_TD_Allowed,Passing_Rating_Allowed,Average_Depth_Of_Target,Total_Air_Yards,Total_YAC,Times_Blitzed,QB_Hurries,QB_Hits,Passes_Batted,Sacks,Pressures,Combined_Tackles,Missed_Tackles,Missed_Tackle_Percentage,Awards,season
Keanu Neal,24,ATL,DB,3,3,0,10,7,70.0,60,8.6,6.0,0,85.4,6.2,38,22,2,0,1,0,0.0,1,14,2,12.5,,2019
Nate Orchard,26,WAS,DE,5,0,0,0,0,,0,,,0,,,0,0,8,2,1,1,1.0,4,14,2,12.5,,2019
Domata Peko,35,BAL,NT,7,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,14,1,6.7,,2019
Duke Riley,25,PHI,LB,12,0,0,3,2,66.7,5,2.5,1.7,0,70.1,4.7,-1,6,1,0,0,0,0.0,0,14,0,0.0,,2019
Tim Settle,22,WAS,DT,15,1,0,0,0,,0,,,0,,,0,0,0,2,3,0,2.0,7,14,1,6.7,,2019
Aqib Talib,33,LAR,RCB,5,5,0,31,18,58.1,231,12.8,7.5,3,113.8,10.9,182,49,0,0,0,0,0.0,0,14,2,12.5,,2019
Jacob Tuioti-Mariner,23,ATL,DT,8,1,0,2,2,100.0,3,1.5,1.5,1,118.7,0.0,0,3,0,2,0,0,0.0,2,14,0,0.0,,2019
Tyrell Adams,27,HOU,LB,5,2,0,7,3,42.9,50,16.7,7.1,0,67.6,10.1,50,0,6,1,0,0,0.0,1,13,2,13.3,,2019
De'Vante Bausby,26,DEN,DB,5,2,0,15,8,53.3,75,9.4,5.0,0,67.4,10.2,53,22,0,0,0,0,0.0,0,13,3,18.8,,2019
Keion Crossen,23,HOU,DB,16,0,0,6,4,66.7,35,8.8,5.8,0,81.9,13.3,25,10,0,0,0,0,0.0,0,13,1,7.1,,2019
Jordan Dangerfield,29,PIT,DB,16,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,13,0,0.0,,2019
Marcell Dareus,29,JAX,RDT,6,6,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.5,2,13,1,7.1,,2019
Cody Davis,30,JAX,DB,16,0,0,3,1,33.3,24,24.0,8.0,0,63.2,18.7,22,2,0,0,0,0,0.0,0,13,0,0.0,,2019
Deshazor Everett,27,WAS,DB,7,0,0,3,3,100.0,33,11.0,11.0,1,152.1,8.0,24,9,0,0,0,0,0.0,0,13,1,7.1,,2019
Sharif Finch,24,TEN,LB,8,3,0,0,0,,0,,,0,,,0,0,10,2,0,0,2.0,4,13,0,0.0,,2019
Greg Gaines,23,LAR,DT,10,0,0,0,0,,0,,,0,,,0,0,0,2,1,0,0.5,4,13,0,0.0,,2019
Phillip Gaines,28,HOU,DB,6,2,0,24,14,58.3,184,13.1,7.7,3,122.2,10.5,127,57,1,1,0,0,0.0,1,13,1,7.1,,2019
Ben Gedeon,25,MIN,LLB,8,5,0,2,2,100.0,20,10.0,10.0,0,108.3,-1.5,-3,23,3,0,0,0,0.0,0,13,2,13.3,,2019
Porter Gustin,22,CLE,DE,6,0,0,0,0,,0,,,0,,,0,0,3,1,1,0,1.0,3,13,1,7.1,,2019
Holton Hill,22,MIN,DB,8,1,0,9,6,66.7,70,11.7,7.8,0,90.0,12.7,56,14,0,0,0,0,0.0,0,13,2,13.3,,2019
Chris Lammons,23,MIA,DB,12,0,1,16,12,75.0,176,14.7,11.0,2,124.0,12.8,126,50,4,0,0,0,0.0,0,13,2,13.3,,2019
R.J. McIntosh,23,NYG,DT,12,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,2.0,2,13,0,0.0,,2019
Charles Omenihu,22,HOU,DE,14,0,0,1,1,100.0,4,4.0,4.0,0,83.3,4.0,4,0,0,7,3,2,3.0,13,13,2,13.3,,2019
D.J. Reed,23,SFO,DB,16,0,0,12,8,66.7,109,13.6,9.1,1,123.3,5.8,41,68,2,1,0,0,0.0,1,13,1,7.1,,2019
Kevin Toliver,24,CHI,DB,12,1,0,16,11,68.8,162,14.7,10.1,1,122.4,12.4,141,21,0,0,0,0,0.0,0,13,4,23.5,,2019
Armon Watts,23,MIN,DT,7,1,0,0,0,,0,,,0,,,0,0,0,0,0,1,1.5,2,13,2,13.3,,2019
Kenny Young,25,BAL,LB,5,3,0,4,4,100.0,70,17.5,17.5,1,158.3,2.8,11,59,7,0,2,0,0.0,2,13,1,7.1,,2019
Briean Boddy-Calhoun,26,2TM,DB,3,1,0,8,7,87.5,45,6.4,5.6,0,90.1,3.5,23,22,5,0,0,0,2.0,2,13,0,0.0,,2019
Briean Boddy-Calhoun,26,HOU,DB,1,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1.0,1,2,0,0.0,,2019
Briean Boddy-Calhoun,26,IND,DB,2,1,0,8,7,87.5,45,6.4,5.6,0,90.1,3.5,23,22,5,0,0,0,1.0,1,11,0,0.0,,2019
Corey Liuget,29,2TM,DT,10,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1.0,2,13,0,0.0,,2019
Corey Liuget,29,OAK,DT,3,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,3,0,0.0,,2019
Corey Liuget,29,BUF,DT,7,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1.0,1,10,0,0.0,,2019
Chris Banjo,29,ARI,DB,13,0,0,3,3,100.0,31,10.3,10.3,0,109.7,7.0,21,10,2,0,0,0,0.0,0,12,1,7.7,,2019
Bryan Cox Jr.,25,CLE,DE,6,2,0,1,1,100.0,-7,-7.0,-7.0,0,79.2,-6.0,-6,-1,4,3,4,0,0.5,8,12,4,25.0,,2019
Jordan Evans,24,CIN,LB,16,0,0,4,2,50.0,7,3.5,1.8,0,56.2,7.8,6,1,2,0,0,0,0.0,0,12,0,0.0,,2019
Mike Ford,24,DET,DB,15,2,0,19,9,47.4,114,12.7,6.0,2,101.6,14.8,93,21,0,0,0,0,0.0,0,12,3,20.0,,2019
Marquis Haynes,26,CAR,LB,11,0,0,0,0,,0,,,0,,,0,0,3,3,1,0,1.0,5,12,2,14.3,,2019
Frankie Luvu,23,NYJ,LB,13,0,0,3,3,100.0,20,6.7,6.7,0,94.4,4.7,14,6,3,1,1,0,1.0,3,12,2,14.3,,2019
Justin March,26,DAL,LB,16,0,0,11,7,63.6,73,10.4,6.6,0,82.8,3.0,24,49,1,0,0,0,0.0,0,12,2,14.3,,2019
Keisean Nixon,22,OAK,DB,14,0,0,7,6,85.7,128,21.3,18.3,0,118.7,14.3,91,37,0,0,0,0,0.0,0,12,1,7.7,,2019
Isaac Rochell,24,LAC,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,1.0,2,12,1,7.7,,2019
Montravius Adams,24,GNB,DT,14,2,0,0,0,,0,,,0,,,0,0,0,0,0,3,0.0,0,11,1,8.3,,2019
Maurice Alexander,28,BUF,DB,7,0,0,5,4,80.0,49,12.3,9.8,0,107.5,4.0,20,29,2,0,0,0,0.0,0,11,0,0.0,,2019
Ben Banogu,23,IND,LB,16,0,0,0,0,,0,,,0,,,0,0,0,3,2,1,2.5,8,11,0,0.0,,2019
Nate Brooks,23,MIA,DB,3,2,0,15,8,53.3,127,15.9,8.5,1,104.0,13.3,106,21,0,0,0,0,0.0,0,11,0,0.0,,2019
Tony Brown,24,GNB,DB,9,0,0,5,4,80.0,61,15.3,12.2,0,117.5,11.4,55,6,0,0,0,0,0.0,0,11,0,0.0,,2019
Oren Burks,24,GNB,LB,12,0,0,4,1,25.0,27,27.0,6.8,0,55.2,2.8,-6,33,1,0,0,0,0.0,0,11,0,0.0,,2019
John Cominsky,24,ATL,DE,10,0,0,1,1,100.0,6,6.0,6.0,0,91.7,-4.0,-4,10,0,2,0,1,0.5,3,11,0,0.0,,2019
Carl Granderson,23,NOR,DE,8,0,0,1,1,100.0,28,28.0,28.0,0,118.7,21.0,21,7,0,1,1,0,1.0,3,11,1,8.3,,2019
Bryce Hager,27,LAR,LB,5,4,0,1,1,100.0,4,4.0,4.0,0,83.3,-4.0,-4,8,1,0,0,0,0.0,0,11,1,8.3,,2019
Justin Hardee,25,NOR,WR,16,0,0,10,7,70.0,111,15.9,11.1,0,106.7,10.7,82,29,1,1,0,0,0.0,1,11,1,8.3,,2019
Josh Jackson,23,GNB,DB,14,0,0,7,6,85.7,63,10.5,9.0,1,143.7,7.4,52,11,0,0,0,0,0.0,0,11,1,8.3,,2019
Danny Johnson,24,WAS,DB,2,2,0,7,5,71.4,67,13.4,9.6,0,101.5,7.9,39,28,0,0,0,0,0.0,0,11,2,15.4,,2019
Christian Kirksey,27,CLE,LB,2,2,0,9,7,77.8,116,16.6,12.9,1,155.8,-0.3,1,115,11,1,0,0,0.0,1,11,4,26.7,,2019
Marquel Lee,24,OAK,LB,5,3,0,2,2,100.0,32,16.0,16.0,0,118.7,7.5,15,17,6,0,0,0,0.0,0,11,0,0.0,,2019
Dean Marlowe,27,BUF,DB,9,2,0,10,7,70.0,41,5.9,4.1,1,110.8,5.5,24,17,6,0,0,0,0.0,0,11,0,0.0,,2019
Jacob Martin,24,HOU,DE,14,0,0,1,1,100.0,16,16.0,16.0,0,118.7,5.0,5,11,16,3,1,0,3.5,8,11,2,15.4,,2019
Sherrick McManis,32,CHI,DB,9,0,0,3,3,100.0,9,3.0,3.0,0,79.2,-0.7,-2,11,1,0,0,0,0.0,0,11,1,8.3,,2019
Nathan Shepherd,26,NYJ,DT,9,0,0,1,1,100.0,1,1.0,1.0,0,79.2,-1.0,-1,2,0,0,4,0,2.0,6,11,0,0.0,,2019
Ryan Smith,26,TAM,DB,12,0,0,10,8,80.0,152,19.0,15.2,1,152.1,10.5,77,75,0,0,0,0,0.0,0,11,3,21.4,,2019
Akeem Spence,28,JAX,DT,9,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,11,0,0.0,,2019
Quincy Wilson,23,IND,DB,9,0,0,18,13,72.2,174,13.4,9.7,2,139.6,8.9,122,52,5,1,0,0,0.0,1,11,1,8.3,,2019
Coty Sensabaugh,31,2TM,DB,6,2,0,14,7,50.0,71,10.1,5.1,1,88.7,6.9,48,23,4,0,0,0,0.0,0,11,0,0.0,,2019
Coty Sensabaugh,31,DEN,DB,4,0,0,2,1,50.0,5,5.0,2.5,0,56.2,7.5,5,0,0,0,0,0,0.0,0,2,0,0.0,,2019
Coty Sensabaugh,31,WAS,DB,2,2,0,12,6,50.0,66,11.0,5.5,1,94.4,6.8,43,23,4,0,0,0,0.0,0,9,0,0.0,,2019
Zach Sieler,24,2TM,DE,7,1,0,0,0,,0,,,0,,,0,0,0,3,0,1,1.0,4,11,2,15.4,,2019
Zach Sieler,24,BAL,DE,4,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0.0,2,3,1,25.0,,2019
Zach Sieler,24,MIA,DE,3,1,0,0,0,,0,,,0,,,0,0,0,1,0,1,1.0,2,8,1,11.1,,2019
Matthew Adams,24,IND,LB,16,4,0,4,4,100.0,53,13.3,13.3,0,118.7,7.8,31,22,4,0,0,0,0.0,0,10,2,16.7,,2019
Beau Allen,28,TAM,DT,13,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.5,1,10,0,0.0,,2019
Chris Board,24,BAL,LB,15,0,0,2,2,100.0,32,16.0,16.0,0,118.7,7.0,14,18,4,0,0,0,0.0,0,10,0,0.0,,2019
Jatavis Brown,25,LAC,LB,13,1,0,7,6,85.7,52,8.7,7.4,0,97.6,2.4,14,38,1,0,0,0,0.0,0,10,3,23.1,,2019
Jamal Carter,25,ATL,DB,11,0,0,11,6,54.5,90,15.0,8.2,0,81.6,9.5,43,47,2,0,0,0,0.0,0,10,2,16.7,,2019
Mike Daniels,30,DET,DT,9,2,0,0,0,,0,,,0,,,0,0,0,1,1,0,1.0,3,10,0,0.0,,2019
Akiem Hicks,30,CHI,LDE,5,5,0,0,0,,0,,,0,,,0,0,0,4,4,0,1.0,9,10,1,9.1,,2019
Timmy Jernigan,27,PHI,LDT,10,9,0,0,0,,0,,,0,,,0,0,0,0,1,0,2.0,3,10,1,9.1,,2019
Kingsley Keke,23,GNB,DE,14,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,10,0,0.0,,2019
Dallin Leavitt,25,OAK,DB,15,0,0,1,1,100.0,12,12.0,12.0,0,116.7,12.0,12,0,1,0,0,0,0.0,0,10,1,9.1,,2019
Corey Nelson,27,DEN,LB,7,2,0,2,2,100.0,35,17.5,17.5,0,118.7,2.0,4,31,3,0,0,0,0.0,0,10,1,9.1,,2019
Mark Nzeocha,29,SFO,LB,16,0,1,1,0,0.0,0,,0.0,0,0.0,3.0,0,0,0,0,0,0,0.0,0,10,0,0.0,,2019
Chris Odom,25,WAS,DE,4,0,0,2,2,100.0,10,5.0,5.0,0,87.5,2.0,4,6,1,0,0,0,2.0,2,10,0,0.0,,2019
Sheldon Rankins,25,NOR,DT,10,0,0,1,1,100.0,12,12.0,12.0,0,116.7,-1.0,-1,13,2,4,2,0,2.0,8,10,1,9.1,,2019
Jamal Agnew,24,DET,DB,13,0,0,6,5,83.3,43,8.6,7.2,0,96.5,8.7,32,11,0,0,0,0,0.0,0,9,1,10.0,,2019
Shilique Calhoun,27,NWE,DE,15,1,0,0,0,,0,,,0,,,0,0,17,3,3,0,0.0,6,9,1,10.0,,2019
C.J. Goodwin,29,DAL,DB,16,0,0,2,2,100.0,12,6.0,6.0,0,91.7,6.0,12,0,0,0,0,0,0.0,0,9,0,0.0,,2019
David Long,21,LAR,DB,8,0,0,13,9,69.2,100,11.1,7.7,1,117.5,11.5,64,36,1,0,0,0,0.0,0,9,0,0.0,,2019
Albert McClellan,33,NYJ,LB,5,0,0,2,2,100.0,32,16.0,16.0,0,118.7,5.5,11,21,1,0,0,0,0.0,0,9,0,0.0,,2019
C.J. Mosley,27,NYJ,LB,2,2,1,7,4,57.1,49,12.3,7.0,0,39.3,10.1,37,12,17,0,0,0,0.0,0,9,0,0.0,,2019
Rakeem Nunez-Roches,26,TAM,DE,16,0,0,0,0,,0,,,0,,,0,0,1,2,1,0,0.0,3,9,0,0.0,,2019
Kareem Orr,22,TEN,DB,2,0,0,5,3,60.0,26,8.7,5.2,0,73.7,8.0,10,16,0,0,0,0,0.0,0,9,0,0.0,,2019
Patrick Ricard,25,BAL,FB,16,7,0,0,0,,0,,,0,,,0,0,10,0,1,1,1.0,2,9,1,10.0,PB,2019
Anthony Rush,23,PHI,DT,9,0,0,1,1,100.0,7,7.0,7.0,0,95.8,2.0,2,5,0,0,0,2,0.0,0,9,0,0.0,,2019
Darian Stewart,31,TAM,DB,13,1,0,4,2,50.0,18,9.0,4.5,0,62.5,8.0,13,5,6,0,1,0,0.0,1,9,5,35.7,,2019
Adarius Taylor,29,CLE,LB,15,0,0,2,2,100.0,16,8.0,8.0,0,100.0,6.0,12,4,2,0,0,0,0.0,0,9,1,10.0,,2019
Jullian Taylor,24,SFO,DT,6,0,0,0,0,,0,,,0,,,0,0,1,1,1,1,0.0,2,9,1,10.0,,2019
Olasunkanmi Adeniyi,22,PIT,LB,16,0,0,1,1,100.0,-1,-1.0,-1.0,0,79.2,-4.0,-4,3,2,0,0,0,0.0,0,8,0,0.0,,2019
Zach Allen,22,ARI,DE,4,1,0,0,0,,0,,,0,,,0,0,0,0,3,0,0.0,3,8,1,11.1,,2019
Austin Bryant,23,DET,DE,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,8,1,11.1,,2019
Artie Burns,24,PIT,DB,10,1,0,4,4,100.0,52,13.0,13.0,1,158.3,11.3,45,7,0,0,0,0,0.0,0,8,0,0.0,,2019
Deon Bush,26,CHI,DB,15,0,0,6,4,66.7,34,8.5,5.7,0,81.2,10.2,19,15,0,0,0,0,0.0,0,8,0,0.0,,2019
Nick Dzubnar,28,LAC,LB,16,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,8,1,11.1,,2019
Mario Edwards,25,NOR,DE,14,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,3.0,4,8,0,0.0,,2019
Montre Hartage,22,MIA,DB,4,0,0,8,7,87.5,67,9.6,8.4,1,141.1,7.1,41,26,0,0,0,0,0.0,0,8,0,0.0,,2019
Treyvon Hester,27,WAS,DT,15,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1.0,2,8,1,11.1,,2019
Jaquan Johnson,24,BUF,DB,13,0,0,2,2,100.0,13,6.5,6.5,0,93.7,-3.0,-6,19,0,0,0,0,0.0,0,8,0,0.0,,2019
Devaroe Lawrence,27,CLE,DT,11,2,1,0,0,,0,,,0,,,0,0,0,0,1,1,0.0,1,8,1,11.1,,2019
Cre'von LeBlanc,25,PHI,DB,4,1,0,9,6,66.7,44,7.3,4.9,0,78.0,3.0,13,31,3,0,0,0,0.0,0,8,0,0.0,,2019
Kyle Love,33,CAR,DT,15,1,0,0,0,,0,,,0,,,0,0,0,2,1,1,0.0,3,8,1,11.1,,2019
Isaiah Mack,23,TEN,DT,13,1,0,0,0,,0,,,0,,,0,0,0,1,0,0,1.5,3,8,1,11.1,,2019
Daniel McCullers,27,PIT,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,0.0,1,8,0,0.0,,2019
Clinton McDonald,32,ARI,DT,9,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0.0,2,8,1,11.1,,2019
Anthony Nelson,22,TAM,DE,9,1,0,1,1,100.0,6,6.0,6.0,0,91.7,5.0,5,1,11,0,0,1,0.0,0,8,1,11.1,,2019
Olsen Pierre,28,NYG,DE,9,0,0,1,1,100.0,41,41.0,41.0,0,118.7,0.0,0,41,0,0,0,0,2.0,2,8,1,11.1,,2019
Brooks Reed,32,ARI,LB,9,0,0,1,1,100.0,7,7.0,7.0,0,95.8,5.0,5,2,4,1,0,0,1.0,2,8,1,11.1,,2019
Hassan Ridgeway,25,PHI,LDT,7,5,0,0,0,,0,,,0,,,0,0,0,2,2,0,2.0,6,8,3,27.3,,2019
Nick Scott,24,LAR,DB,16,0,0,1,1,100.0,6,6.0,6.0,0,91.7,0.0,0,6,0,0,0,0,0.0,0,8,0,0.0,,2019
Cameron Smith,22,MIN,LB,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,8,0,0.0,,2019
Taylor Stallworth,24,NOR,DT,4,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,8,0,0.0,,2019
Julian Stanford,29,BUF,LB,16,0,0,1,1,100.0,5,5.0,5.0,0,87.5,4.0,4,1,5,0,0,0,0.0,0,8,1,11.1,,2019
Simeon Thomas,26,WAS,DB,12,0,0,4,2,50.0,32,16.0,8.0,0,77.1,11.3,27,5,0,0,0,0,0.0,0,8,0,0.0,,2019
Neiko Thorpe,29,SEA,DB,7,0,0,3,3,100.0,31,10.3,10.3,0,109.7,9.0,27,4,0,0,0,0,0.0,0,8,0,0.0,,2019
Xavier Williams,27,KAN,DT,5,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,8,1,11.1,,2019
Renell Wren,24,CIN,DT,11,2,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,8,0,0.0,,2019
D.J. Alexander,28,JAX,LB,5,0,0,3,3,100.0,8,2.7,2.7,0,79.2,-1.7,-5,13,0,0,0,0,0.0,0,7,0,0.0,,2019
Eli Ankou,25,CLE,DT,9,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,7,1,12.5,,2019
Alex Anzalone,25,NOR,LB,2,0,0,3,2,66.7,19,9.5,6.3,0,84.0,4.0,8,11,1,0,0,0,1.0,1,7,0,0.0,,2019
Breon Borders,24,JAX,DB,11,1,0,4,4,100.0,28,7.0,7.0,0,95.8,2.0,8,20,5,0,1,0,0.0,1,7,1,12.5,,2019
Sean Chandler,23,NYG,DB,13,0,0,2,2,100.0,26,13.0,13.0,0,118.7,8.5,17,9,5,0,0,0,0.0,0,7,1,12.5,,2019
Ashton Dulin,22,IND,WR,13,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,7,1,12.5,,2019
Ryan Glasgow,26,CIN,DT,5,2,0,1,0,0.0,0,,0.0,0,39.6,0.0,0,0,0,0,2,0,0.0,2,7,0,0.0,,2019
Raven Greene,24,GNB,DB,2,1,0,7,5,71.4,19,3.8,2.7,0,74.1,4.0,0,19,4,0,0,0,0.0,0,7,0,0.0,,2019
Tae Hayes,22,MIA,DB,2,0,0,16,4,25.0,55,13.8,3.4,0,41.4,17.3,39,16,2,0,0,0,0.0,0,7,1,12.5,,2019
Elijah Lee,23,SFO,LB,8,1,0,3,2,66.7,6,3.0,2.0,0,70.1,-1.7,-5,11,0,0,0,0,0.0,0,7,1,12.5,,2019
Jordan Lucas,26,KAN,DB,14,0,0,2,0,0.0,0,,0.0,0,39.6,27.5,0,0,1,0,1,0,0.0,1,7,2,22.2,,2019
Rontez Miles,31,NYJ,DB,7,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,7,0,0.0,,2019
C.J. Moore,24,DET,DB,16,0,0,1,0,0.0,0,,0.0,0,39.6,17.0,0,0,1,0,0,0,0.0,0,7,0,0.0,,2019
Calvin Munson,25,MIA,LB,2,2,0,2,2,100.0,16,8.0,8.0,0,100.0,2.5,5,11,4,0,0,0,0.0,0,7,3,30.0,,2019
Ogbonnia Okoronkwo,24,LAR,LB,10,0,0,2,2,100.0,16,8.0,8.0,0,100.0,2.5,5,11,5,0,2,0,1.5,4,7,0,0.0,,2019
Justin Phillips,24,OAK,LB,4,0,0,2,2,100.0,26,13.0,13.0,0,118.7,2.5,5,21,1,0,0,0,0.0,0,7,0,0.0,,2019
Dominique Rodgers-Cromartie,33,WAS,DB,2,1,0,7,6,85.7,66,11.0,9.4,0,106.0,6.9,45,21,0,0,0,0,0.0,0,7,3,30.0,,2019
Orlando Scandrick,32,PHI,DB,3,1,0,3,2,66.7,17,8.5,5.7,0,81.2,5.7,11,6,3,1,0,0,2.0,3,7,1,12.5,,2019
E.J. Speed,24,IND,LB,12,0,0,2,1,50.0,-1,-1.0,-0.5,0,56.2,-2.5,-2,1,3,0,0,0,0.0,0,7,0,0.0,,2019
Shakial Taylor,23,IND,DB,5,0,0,6,3,50.0,32,10.7,5.3,0,66.0,9.0,11,21,2,0,0,0,0.0,0,7,0,0.0,,2019
Corey Thompson,26,BUF,LB,12,0,0,6,4,66.7,26,6.5,4.3,0,75.7,4.0,11,15,3,0,0,0,0.0,0,7,1,12.5,,2019
Tanner Vallejo,25,ARI,LB,2,0,0,2,2,100.0,13,6.5,6.5,0,93.7,-4.5,-9,22,1,0,0,0,1.0,1,7,1,12.5,,2019
Jihad Ward,25,2TM,DE,14,0,0,1,1,100.0,38,38.0,38.0,0,118.7,7.0,7,31,8,1,4,1,1.0,6,7,1,12.5,,2019
Jihad Ward,25,IND,DE,3,0,0,0,0,,0,,,0,,,0,0,0,0,1,1,0.0,1,0,0,,,2019
Jihad Ward,25,BAL,DE,11,0,0,1,1,100.0,38,38.0,38.0,0,118.7,7.0,7,31,8,1,3,0,1.0,5,7,1,12.5,,2019
Kayvon Webster,28,WAS,DB,2,1,0,11,8,72.7,173,21.6,15.7,1,145.1,11.9,66,107,0,0,0,0,0.0,0,7,1,12.5,,2019
Jordan Willis,24,NYJ,LB,9,0,0,1,1,100.0,15,15.0,15.0,0,118.7,9.0,9,6,1,0,0,0,1.0,1,7,0,0.0,,2019
Justin Bethel,29,BAL,DB,7,0,0,2,1,50.0,29,29.0,14.5,0,95.8,19.5,29,0,0,0,0,0,0.0,0,6,1,14.3,,2019
Trevon Coley,25,IND,DT,7,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,6,1,14.3,,2019
Ken Crawley,26,MIA,DB,4,2,0,8,7,87.5,68,9.7,8.5,0,102.1,6.1,28,40,0,0,0,0,0.0,0,6,3,33.3,,2019
Tae Davis,23,NYG,LB,4,1,0,5,3,60.0,19,6.3,3.8,0,67.9,2.8,6,13,2,0,1,0,0.0,1,6,0,0.0,,2019
DeShon Elliott,22,BAL,DB,6,0,0,2,1,50.0,18,18.0,9.0,0,81.2,17.5,15,3,1,0,0,0,0.0,0,6,0,0.0,,2019
Jermaine Grace,26,ATL,LB,12,0,0,1,0,0.0,0,,0.0,0,39.6,4.0,0,0,0,0,0,0,0.0,0,6,0,0.0,,2019
Daeshon Hall,24,PHI,DE,9,0,0,1,1,100.0,9,9.0,9.0,0,104.2,5.0,5,4,0,0,0,0,1.0,1,6,1,14.3,,2019
Da'Shawn Hand,24,DET,DE,3,2,0,0,0,,0,,,0,,,0,0,0,0,0,1,0.0,0,6,2,25.0,,2019
Frank Herron,25,DET,DT,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,6,0,0.0,,2019
Joshua Kalu,24,TEN,DB,8,0,0,5,3,60.0,53,17.7,10.6,0,96.2,20.8,53,0,0,0,0,0,0.0,0,6,0,0.0,,2019
Aaron Lynch,26,CHI,DE,16,0,0,1,0,0.0,0,,0.0,0,39.6,-7.0,0,0,0,2,6,2,2.0,10,6,0,0.0,,2019
Kareem Martin,27,NYG,DE,5,0,0,0,0,,0,,,0,,,0,0,1,1,0,0,0.0,1,6,1,14.3,,2019
Barkevious Mingo,29,HOU,LB,16,1,0,1,0,0.0,0,,0.0,0,39.6,3.0,0,0,6,2,2,0,0.0,4,6,0,0.0,,2019
Hardy Nickerson,25,CIN,LB,7,0,0,1,1,100.0,4,4.0,4.0,0,83.3,4.0,4,0,3,0,0,0,0.0,0,6,0,0.0,,2019
Parry Nickerson,25,JAX,DB,4,1,0,5,1,20.0,16,16.0,3.2,0,40.4,15.8,11,5,0,0,0,0,0.0,0,6,0,0.0,,2019
Pat O'Connor,26,TAM,DE,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,6,0,0.0,,2019
LaRoy Reynolds,29,CIN,LB,15,0,0,1,1,100.0,8,8.0,8.0,0,100.0,2.0,2,6,6,0,1,1,0.0,1,6,0,0.0,,2019
Derick Roberson,24,TEN,DE,3,0,0,1,1,100.0,20,20.0,20.0,0,118.7,5.0,5,15,1,1,0,0,3.0,4,6,1,14.3,,2019
Josiah Tauaefa,22,NYG,LB,12,0,0,2,2,100.0,-1,-0.5,-0.5,0,79.2,-4.5,-9,8,0,0,0,0,0.0,0,6,1,14.3,,2019
Vincent Taylor,25,BUF,DT,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,6,0,0.0,,2019
Manti Te'o,28,NOR,LB,3,2,0,0,0,,0,,,0,,,0,0,2,0,1,0,0.0,1,6,1,14.3,,2019
Brynden Trawick,30,BAL,DB,6,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,6,0,0.0,,2019
Kyle Wilber,30,OAK,LB,14,1,0,3,1,33.3,5,5.0,1.7,0,42.4,2.7,2,3,4,0,0,0,0.0,0,6,0,0.0,,2019
Johnathan Abram,23,OAK,DB,1,1,0,3,2,66.7,62,31.0,20.7,0,109.7,21.7,49,13,1,0,0,0,0.0,0,5,2,28.6,,2019
Genard Avery,24,PHI,LB,8,0,0,1,0,0.0,0,,0.0,0,39.6,8.0,0,0,2,0,0,0,0.5,1,5,0,0.0,,2019
Johnson Bademosi,29,MIA,DB,4,0,0,2,2,100.0,18,9.0,9.0,0,104.2,3.5,7,11,0,0,0,0,0.0,0,5,0,0.0,,2019
B.J. Bello,25,NYJ,LB,8,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,5,1,16.7,,2019
Kyron Brown,23,NYJ,DB,3,1,0,7,4,57.1,44,11.0,6.3,0,75.9,9.3,30,14,0,0,0,0,0.0,0,5,1,16.7,,2019
