Player,Position,Team,Total Value,Average Per Year,Total Guaranteed
Deantre Prince,CB,Jaguars,"$4,352,228","$1,088,057","$332,228"
Hassan Haskins,RB,Chargers,"$4,352,208","$1,088,052","$692,208"
Malik Davis,RB,Cowboys,"$2,175,000","$1,087,500",$0
Luiji Vilain,EDGE,Cowboys,"$2,175,000","$1,087,500",$0
McTelvin Agim,IDL,Titans,"$2,175,000","$1,087,500",$0
Kyron Johnson,EDGE,Titans,"$2,175,000","$1,087,500",$0
Luq Barcoo,CB,Cowboys,"$2,175,000","$1,087,500",$0
Mike Greene,IDL,Buccaneers,"$2,175,000","$1,087,500",$0
Shaun Jolly,CB,Rams,"$2,175,000","$1,087,500",$0
Aidan O'Connell,QB,Raiders,"$4,349,380","$1,087,345","$509,380"
Brennan Jackson,EDGE,Rams,"$4,349,368","$1,087,342","$329,368"
Jeremiah Trotter Jr.,LB,Eagles,"$4,348,468","$1,087,117","$328,468"
Jamari Thrash,WR,Browns,"$4,345,408","$1,086,352","$325,408"
Chau Smith-Wade,CB,Panthers,"$4,343,984","$1,085,996","$323,984"
Romeo Doubs,WR,Packers,"$4,343,916","$1,085,979","$683,916"
Mohamed Kamara,EDGE,Dolphins,"$4,340,872","$1,085,218","$320,872"
Hunter Nourzad,C,Chiefs,"$4,339,516","$1,084,879","$319,516"
Edefuan Ulofoshio,LB,Bills,"$4,334,024","$1,083,506","$314,024"
Dominique Hampton,S,Commanders,"$4,333,284","$1,083,321","$313,284"
Spencer Burford,RG,49ers,"$4,332,056","$1,083,014","$672,056"
Christian Jones,RT,Cardinals,"$4,330,456","$1,082,614","$310,456"
Joshua Williams,CB,Chiefs,"$4,326,260","$1,081,565","$666,260"
Jacob Monk,C,Packers,"$4,321,616","$1,080,404","$301,616"
Trayvon Mullen,CB,Ravens,"$1,080,000","$1,080,000",$0
Cordell Volson,LG,Bengals,"$4,316,880","$1,079,220","$656,880"
Rasheen Ali,RB,Ravens,"$4,309,868","$1,077,467","$289,868"
Tyrone Tracy Jr.,RB,Giants,"$4,306,352","$1,076,588","$286,352"
Jay Tufele,IDL,Bengals,"$4,305,684","$1,076,421","$825,684"
Keilan Robinson,RB,Jaguars,"$4,301,956","$1,075,489","$281,956"
Tyler Davis,TE,Packers,"$1,075,000","$1,075,000",$0
Bub Means,WR,Saints,"$4,274,276","$1,068,569","$254,276"
Trevor Keegan,LG,Eagles,"$4,274,276","$1,068,569","$254,276"
Javon Solomon,EDGE,Bills,"$4,274,276","$1,068,569","$254,276"
Kitan Oladapo,S,Packers,"$4,274,276","$1,068,569","$254,276"
Jordan Travis,QB,Jets,"$4,274,276","$1,068,569","$254,276"
Qwan'Tez Stiggers,CB,Jets,"$4,274,276","$1,068,569","$254,276"
Jaylan Ford,LB,Saints,"$4,274,276","$1,068,569","$254,276"
Caelen Carson,CB,Cowboys,"$4,274,276","$1,068,569","$254,276"
Isaiah Davis,RB,Jets,"$4,274,276","$1,068,569","$254,276"
James Hudson,RT,Browns,"$4,272,416","$1,068,104","$792,416"
Lester Cotton,LG,Patriots,"$2,135,000","$1,067,500",$0
Juwann Winfree,WR,Colts,"$2,135,000","$1,067,500",$0
Cameron Sample,EDGE,Bengals,"$4,268,148","$1,067,037","$788,148"
Derrick Barnes,LB,Lions,"$4,261,208","$1,065,302","$781,208"
Drew Dalman,C,Falcons,"$4,256,724","$1,064,181","$776,724"
Walter Rouse,LT,Vikings,"$4,246,592","$1,061,648","$226,592"
Logan Lee,IDL,Steelers,"$4,240,072","$1,060,018","$220,072"
Bobby Brown III,IDL,Rams,"$4,236,532","$1,059,133","$756,532"
Sataoa Laumea,RT,Seahawks,"$4,236,516","$1,059,129","$216,516"
Chris Rumph II,EDGE,Chargers,"$4,233,540","$1,058,385","$753,540"
Marcellas Dial,CB,Patriots,"$4,232,128","$1,058,032","$212,128"
Kimani Vidal,RB,Chargers,"$4,227,436","$1,056,859","$207,436"
Jha'Quan Jackson,WR,Titans,"$4,223,668","$1,055,917","$203,668"
Darius Muasau,LB,Giants,"$4,220,912","$1,055,228","$200,912"
Robert Rochell,CB,Packers,"$1,055,000","$1,055,000",$0
Jake Hanson,RG,Jets,"$1,055,000","$1,055,000",$0
Ka'dar Hollman,CB,Texans,"$1,055,000","$1,055,000",$0
Marlon Tuipulotu,IDL,Chiefs,"$1,055,000","$1,055,000",$0
Simi Fehoko,WR,Chargers,"$1,055,000","$1,055,000",$0
Anthony Pittman,LB,Lions,"$1,055,000","$1,055,000",$0
Dan Chisena,WR,Panthers,"$1,055,000","$1,055,000",$0
Marlon Davidson,IDL,Titans,"$1,055,000","$1,055,000",$0
James Lynch,IDL,Titans,"$1,055,000","$1,055,000",$0
Greg Stroman,CB,Giants,"$1,055,000","$1,055,000",$0
Ihmir Smith-Marsette,WR,Giants,"$1,055,000","$1,055,000",$0
Quinn Bailey,RG,Broncos,"$1,055,000","$1,055,000",$0
Patrick Taylor,RB,49ers,"$1,055,000","$1,055,000",$0
Cole Van Lanen,RT,Jaguars,"$1,055,000","$1,055,000",$0
Jackson Carman,LT,Dolphins,"$1,055,000","$1,055,000",$0
Trey Sermon,RB,Colts,"$1,055,000","$1,055,000",$0
Kene Nwangwu,RB,Jets,"$1,055,000","$1,055,000",$0
Collin Johnson,WR,Bears,"$1,055,000","$1,055,000",$0
Scott Daly,LS,Bears,"$1,055,000","$1,055,000",$0
Cam Gill,LB,Panthers,"$1,055,000","$1,055,000",$0
Nick McCloud,CB,49ers,"$1,055,000","$1,055,000",$0
Curtis Robinson,LB,49ers,"$1,055,000","$1,055,000",$0
Jonah Williams,IDL,Lions,"$1,055,000","$1,055,000",$0
Shane Lemieux,C,Saints,"$1,055,000","$1,055,000",$0
Terrace Marshall Jr.,WR,Raiders,"$1,055,000","$1,055,000",$0
D'Wayne Eskridge,WR,Dolphins,"$1,055,000","$1,055,000",$0
Shemar Jean-Charles,CB,Saints,"$1,055,000","$1,055,000",$0
Naquan Jones,IDL,Cardinals,"$1,055,000","$1,055,000",$0
Jack Stoll,TE,Dolphins,"$1,055,000","$1,055,000",$0
Jake Curhan,RT,Bears,"$1,055,000","$1,055,000",$0
Bennett Skowronek,WR,Steelers,"$1,055,000","$1,055,000",$0
Harrison Hand,CB,Falcons,"$1,055,000","$1,055,000",$0
Riley Patterson,K,Falcons,"$1,055,000","$1,055,000",$0
Darrynton Evans,RB,Bears,"$1,055,000","$1,055,000",$0
Nsimba Webster,WR,Bears,"$1,055,000","$1,055,000",$0
Jamin Davis,LB,Jets,"$1,055,000","$1,055,000",$0
Malik Taylor,WR,Jets,"$1,055,000","$1,055,000",$0
John Kelly,RB,Browns,"$1,055,000","$1,055,000",$0
Andre Chachere,CB,Cardinals,"$1,055,000","$1,055,000",$0
Bruce Hector,IDL,Jets,"$1,055,000","$1,055,000",$0
Malik Washington,WR,Dolphins,"$4,219,560","$1,054,890","$199,560"
Johnny Wilson,WR,Eagles,"$4,217,008","$1,054,252","$197,008"
Jase McClellan,RB,Falcons,"$4,214,368","$1,053,592","$194,368"
Casey Washington,WR,Falcons,"$4,213,596","$1,053,399","$193,596"
Jamal Hill,LB,Texans,"$4,209,392","$1,052,348","$189,392"
Mekhi Wingo,IDL,Lions,"$4,206,800","$1,051,700","$186,800"
Yasir Abdullah,LB,Jaguars,"$4,205,216","$1,051,304","$365,216"
Joe Milton III,QB,Patriots,"$4,203,316","$1,050,829","$183,316"
Tanner McLachlan,TE,Bengals,"$4,203,056","$1,050,764","$183,056"
Ryan Watts,CB,Steelers,"$4,202,684","$1,050,671","$182,684"
Tyler Davis,IDL,Rams,"$4,202,552","$1,050,638","$182,552"
John Bates,TE,Commanders,"$4,202,416","$1,050,604","$722,416"
Patrick McMorris,S,Dolphins,"$4,199,764","$1,049,941","$179,764"
Khristian Boyd,IDL,Saints,"$4,198,828","$1,049,707","$178,828"
Camryn Bynum,S,Vikings,"$4,197,812","$1,049,453","$717,812"
Jaden Crumedy,IDL,Panthers,"$4,196,424","$1,049,106","$176,424"
Travis Glover,LT,Packers,"$4,191,380","$1,047,845","$171,380"
Clayton Tune,QB,Cardinals,"$4,190,624","$1,047,656","$350,624"
Will Reichard,K,Vikings,"$4,190,620","$1,047,655","$170,620"
D'Angelo Ross,CB,Texans,"$2,095,000","$1,047,500","$5,000"
Tylan Grable,LT,Bills,"$4,189,912","$1,047,478","$169,912"
Kylen Granson,TE,Colts,"$4,186,364","$1,046,591","$706,364"
Nick Gargiulo,RG,Broncos,"$2,093,000","$1,046,500","$58,000"
Dorian Thompson-Robinson,QB,Browns,"$4,182,268","$1,045,567","$342,268"
Mike Jerrell,RT,Seahawks,"$4,180,060","$1,045,015","$160,060"
Dan Moore Jr.,LT,Steelers,"$4,177,900","$1,044,475","$697,900"
Cameron Mitchell,CB,Browns,"$4,177,228","$1,044,307","$337,228"
Israel Abanikanda,RB,49ers,"$4,176,380","$1,044,095","$336,380"
Dylan Laube,RB,Raiders,"$4,175,192","$1,043,798","$155,192"
Corliss Waitman,P,Steelers,"$2,085,000","$1,042,500",$0
Tre Avery,CB,49ers,"$2,085,000","$1,042,500",$0
Benton Whitley,EDGE,Cardinals,"$2,085,000","$1,042,500",$0
Arlington Hambright,LG,Titans,"$2,085,000","$1,042,500",$0
Milo Eifler,LB,Cardinals,"$2,085,000","$1,042,500",$0
Kemon Hall,CB,Cowboys,"$2,085,000","$1,042,500",$0
Raheem Layne,S,Giants,"$2,085,000","$1,042,500",$0
Tanner Conner,WR,Dolphins,"$2,085,000","$1,042,500",$0
Andrew Booth Jr.,CB,Cowboys,"$2,085,000","$1,042,500",$0
Erik Ezukanma,WR,Dolphins,"$2,085,000","$1,042,500",$0
Sam Kamara,IDL,Browns,"$2,085,000","$1,042,500",$0
Sam Roberts,IDL,Panthers,"$2,085,000","$1,042,500",$0
Jammie Robinson,S,Cardinals,"$4,169,532","$1,042,383","$329,532"
Jordan Howden,S,Saints,"$4,166,728","$1,041,682","$326,728"
Josh Whyle,TE,Titans,"$4,165,368","$1,041,342","$325,368"
Tylan Wallace,WR,Ravens,"$4,165,356","$1,041,339","$685,356"
Noah Sewell,LB,Bears,"$4,164,948","$1,041,237","$324,948"
Chigoziem Okonkwo,TE,Titans,"$4,164,336","$1,041,084","$504,336"
Cobie Durant,CB,Rams,"$4,164,336","$1,041,084","$504,336"
Zach Tom,RT,Packers,"$4,164,336","$1,041,084","$504,336"
Isaiah Likely,TE,Ravens,"$4,164,336","$1,041,084","$504,336"
Calvin Austin III,WR,Steelers,"$4,164,336","$1,041,084","$504,336"
Mike Morris,EDGE,Seahawks,"$4,162,076","$1,040,519","$322,076"
Colby Sorsdal,RG,Lions,"$4,160,084","$1,040,021","$320,084"
Elijah Klein,LG,Buccaneers,"$4,158,388","$1,039,597","$138,388"
Joshua Karty,K,Rams,"$4,158,388","$1,039,597","$138,388"
Christian Mahogany,RG,Lions,"$4,158,388","$1,039,597","$138,388"
Cam Little,K,Jaguars,"$4,158,388","$1,039,597","$138,388"
Jordan Whittington,WR,Rams,"$4,158,388","$1,039,597","$138,388"
Cedric Johnson,EDGE,Bengals,"$4,158,388","$1,039,597","$138,388"
Ryan Flournoy,WR,Cowboys,"$4,158,388","$1,039,597","$138,388"
Beaux Limmer,C,Rams,"$4,158,388","$1,039,597","$138,388"
Jarrett Kingston,LG,Panthers,"$4,158,388","$1,039,597","$138,388"
SirVocea Dennis,LB,Buccaneers,"$4,157,328","$1,039,332","$317,328"
Olusegun Oluwatimi,C,Seahawks,"$4,156,460","$1,039,115","$316,460"
Darrell Luter Jr.,CB,49ers,"$4,153,512","$1,038,378","$313,512"
Jordan McFadden,LG,Bears,"$4,152,140","$1,038,035","$312,140"
Daniel Scott,S,Colts,"$4,147,836","$1,036,959","$307,836"
Dontayvion Wicks,WR,Packers,"$4,142,544","$1,035,636","$302,544"
Antonio Johnson,S,Jaguars,"$4,141,832","$1,035,458","$301,832"
Travis Clayton,RG,Bills,"$4,141,584","$1,035,396","$121,584"
Javontae Jean-Baptiste,EDGE,Commanders,"$4,141,188","$1,035,297","$121,188"
Nick Hampton,EDGE,Rams,"$4,139,108","$1,034,777","$299,108"
Trey Taylor,S,Raiders,"$4,138,728","$1,034,682","$118,728"
Jalen Virgil,WR,Bills,"$1,034,500","$1,034,500","$4,500"
Daijahn Anthony,S,Bengals,"$4,137,784","$1,034,446","$117,784"
Brenden Rice,WR,Chargers,"$4,134,592","$1,033,648","$114,592"
Will Mallory,TE,Colts,"$4,130,592","$1,032,648","$290,592"
Myles Harden,CB,Browns,"$4,130,332","$1,032,583","$110,332"
Nick Samac,C,Ravens,"$4,129,844","$1,032,461","$109,844"
Michael Jurgens,C,Vikings,"$4,128,740","$1,032,185","$108,740"
Jaheim Bell,TE,Patriots,"$4,126,592","$1,031,648","$106,592"
Chase Brown,RB,Bengals,"$4,126,156","$1,031,539","$286,156"
Levi Drake Rodriguez,IDL,Vikings,"$4,125,988","$1,031,497","$105,988"
Nathan Thomas,LT,Cowboys,"$4,125,972","$1,031,493","$105,972"
Jonah Laulu,IDL,Raiders,"$4,124,520","$1,031,130","$104,520"
DeVaughn Vele,WR,Broncos,"$4,124,480","$1,031,120","$104,480"
Myles Cole,EDGE,Jaguars,"$4,124,076","$1,031,019","$104,076"
Matt Lee,C,Bengals,"$4,121,752","$1,030,438","$101,752"
Tre Brown,CB,Seahawks,"$4,120,664","$1,030,166","$640,664"
Jimmy Morrissey,C,Giants,"$1,030,000","$1,030,000",$0
Sebastian Gutierrez,LT,49ers,"$1,030,000","$1,030,000",$0
Zack Bailey,LG,Jets,"$1,030,000","$1,030,000",$0
Chase Lucas,CB,49ers,"$1,030,000","$1,030,000",$0
Ty Okada,CB,Seahawks,"$1,030,000","$1,030,000",$0
Elerson Smith,EDGE,Browns,"$1,030,000","$1,030,000",$0
Alex Bachman,WR,Raiders,"$1,030,000","$1,030,000",$0
Isaiah Spiller,RB,Raiders,"$1,030,000","$1,030,000",$0
Chris Glaser,RG,Bears,"$1,030,000","$1,030,000",$0
Cole Turner,TE,Commanders,"$1,030,000","$1,030,000",$0
Brandon Walton,LT,Panthers,"$1,030,000","$1,030,000",$0
Dax Milne,WR,Panthers,"$1,030,000","$1,030,000",$0
Thomas Incoom,EDGE,Panthers,"$1,030,000","$1,030,000",$0
Ryan Van Demark,RT,Bills,"$1,030,000","$1,030,000","$9,000"
Ronnie Bell,WR,Lions,"$1,030,000","$1,030,000",$0
Samori Toure,WR,Bears,"$1,030,000","$1,030,000",$0
Shane Buechele,QB,Bills,"$1,030,000","$1,030,000",$0
Ja'Tyre Carter,LG,Panthers,"$1,030,000","$1,030,000",$0
Keenan Isaac,CB,Raiders,"$1,030,000","$1,030,000",$0
Lamar Jackson,CB,Falcons,"$1,030,000","$1,030,000",$0
Ben DiNucci,QB,Saints,"$1,030,000","$1,030,000",$0
Jovaughn Gwyn,LG,Falcons,"$1,030,000","$1,030,000",$0
Caleb Jones,RT,Patriots,"$1,030,000","$1,030,000",$0
Segun Olubi,LB,Colts,"$1,030,000","$1,030,000",$0
Tyler Goodson,RB,Colts,"$1,030,000","$1,030,000",$0
Austin Trammell,WR,Jaguars,"$1,030,000","$1,030,000",$0
Zech McPhearson,CB,Jaguars,"$1,030,000","$1,030,000",$0
Dieter Eiselen,LG,Jaguars,"$1,030,000","$1,030,000",$0
Keir Thomas,EDGE,Rams,"$1,030,000","$1,030,000",$0
Christian Braswell,CB,Jaguars,"$1,030,000","$1,030,000",$0
D.J. Montgomery,WR,Colts,"$1,030,000","$1,030,000",$0
Atonio Mafi,LG,Colts,"$1,030,000","$1,030,000",$0
Dominique Dafney,TE,Panthers,"$1,030,000","$1,030,000",$0
Kendric Pryor,WR,Bengals,"$1,030,000","$1,030,000",$0
James Mitchell,TE,Panthers,"$1,030,000","$1,030,000",$0
Anders Carlson,K,Jets,"$1,030,000","$1,030,000",$0
J.T. Woods,S,Seahawks,"$1,030,000","$1,030,000",$0
Leroy Watson,RT,Vikings,"$1,030,000","$1,030,000",$0
Damarion Williams,CB,Seahawks,"$1,030,000","$1,030,000",$0
Eku Leota,EDGE,Steelers,"$1,030,000","$1,030,000",$0
Devin Harper,LB,Steelers,"$1,030,000","$1,030,000",$0
Josh Sills,LG,Colts,"$1,030,000","$1,030,000",$0
Nesta Jade Silvera,IDL,Packers,"$1,030,000","$1,030,000",$0
Gregory Junior,CB,Texans,"$1,030,000","$1,030,000",$0
Isaiah Dunn,CB,Packers,"$1,030,000","$1,030,000",$0
Jaret Patterson,RB,Chargers,"$1,030,000","$1,030,000",$0
Caleb Murphy,EDGE,Chargers,"$1,030,000","$1,030,000",$0
Christopher Hinton,IDL,Chargers,"$1,030,000","$1,030,000",$0
Dez Fitzpatrick,WR,Chargers,"$1,030,000","$1,030,000",$0
A.T. Perry,WR,Broncos,"$1,030,000","$1,030,000",$0
Tanner McCalister,S,Broncos,"$1,030,000","$1,030,000",$0
McClendon Curtis,LG,Cardinals,"$1,030,000","$1,030,000",$0
Kahlef Hailassie,CB,Vikings,"$1,030,000","$1,030,000",$0
Zonovan Knight,RB,Cardinals,"$1,030,000","$1,030,000",$0
Andre Baccellia,WR,Cardinals,"$1,030,000","$1,030,000",$0
Demetric Felton,RB,Commanders,"$1,030,000","$1,030,000",$0
Jake Fromm,QB,Lions,"$1,030,000","$1,030,000",$0
Terell Smith,CB,Bears,"$4,115,884","$1,028,971","$275,884"
B.J. Thompson,EDGE,Chiefs,"$4,111,648","$1,027,912","$271,648"
Tahj Washington,WR,Dolphins,"$4,110,396","$1,027,599","$90,396"
James Williams,LB,Titans,"$4,109,492","$1,027,373","$89,492"
Devin Culp,TE,Buccaneers,"$4,106,184","$1,026,546","$86,184"
C.J. Hanson,RG,Chiefs,"$4,104,784","$1,026,196","$84,784"
LaDarius Henderson,LG,Texans,"$4,103,716","$1,025,929","$83,716"
Sanoussi Kane,S,Ravens,"$4,102,932","$1,025,733","$82,932"
Tatum Bethune,LB,49ers,"$4,101,808","$1,025,452","$81,808"
K.T. Leveston,LG,Rams,"$4,100,736","$1,025,184","$80,736"
Jaylen Harrell,EDGE,Titans,"$4,100,736","$1,025,184","$80,736"
Nikola Kalinic,TE,Falcons,"$2,045,000","$1,022,500","$101,000"
Owen Pappoe,LB,Cardinals,"$4,084,980","$1,021,245","$244,980"
Henry To'oTo'o,LB,Texans,"$4,084,980","$1,021,245","$244,980"
Christopher Smith,S,Raiders,"$4,084,980","$1,021,245","$244,980"
Payne Durham,TE,Buccaneers,"$4,084,980","$1,021,245","$244,980"
Eric Gray,RB,Giants,"$4,084,980","$1,021,245","$244,980"
Robert Beal Jr.,EDGE,49ers,"$4,084,980","$1,021,245","$244,980"
Warren McClendon,LT,Rams,"$4,084,980","$1,021,245","$244,980"
Davis Allen,TE,Rams,"$4,084,980","$1,021,245","$244,980"
Puka Nacua,WR,Rams,"$4,084,980","$1,021,245","$244,980"
Asim Richards,LG,Cowboys,"$4,084,980","$1,021,245","$244,980"
Tyrell Shavers,WR,Bills,"$2,042,000","$1,021,000","$7,000"
Zach Davidson,TE,Bills,"$2,042,000","$1,021,000","$7,000"
Zion Logue,IDL,Bills,"$2,039,000","$1,019,500","$4,000"
"Troy Pride, Jr.",CB,Cowboys,"$2,035,000","$1,017,500",$0
William Bradley-King,EDGE,Dolphins,"$2,035,000","$1,017,500",$0
Kelvin Harmon,WR,Cowboys,"$2,035,000","$1,017,500",$0
Eli Neal,LB,Rams,"$2,035,000","$1,017,500",$0
Raiqwon O'Neal,LT,Buccaneers,"$2,035,000","$1,017,500",$0
A.J. Arcuri,RT,Rams,"$2,035,000","$1,017,500",$0
Cam Lampkin,CB,Rams,"$2,035,000","$1,017,500",$0
Jack Heflin,IDL,Rams,"$2,035,000","$1,017,500",$0
Antonio Grier,LB,Buccaneers,"$2,035,000","$1,017,500",$0
Zach Evans,RB,Jets,"$2,035,000","$1,017,500",$0
Charles Woods,CB,Rams,"$2,035,000","$1,017,500",$0
Easop Winston,WR,Jets,"$2,035,000","$1,017,500",$0
Chasen Hines,RG,Dolphins,"$2,035,000","$1,017,500",$0
Ryan Hayes,LT,Dolphins,"$2,035,000","$1,017,500",$0
Gabe Jeudy-Lally,CB,Titans,"$2,035,000","$1,017,500",$0
Thomas Odukoya,TE,Titans,"$2,035,000","$1,017,500",$0
Gervarrius Owens,S,Titans,"$2,035,000","$1,017,500",$0
Karl Brooks,IDL,Packers,"$4,052,028","$1,013,007","$212,028"
Kei'Trel Clark,CB,Cardinals,"$4,048,600","$1,012,150","$208,600"
Josh Hayes,S,Buccaneers,"$4,044,376","$1,011,094","$204,376"
Isaiah Rodgers,CB,Eagles,"$1,010,000","$1,010,000",$0
Tre Tomlinson,CB,Rams,"$4,039,852","$1,009,963","$199,852"
J.L. Skinner,S,Broncos,"$4,036,224","$1,009,056","$196,224"
Zaire Barnes,LB,Jets,"$4,033,568","$1,008,392","$193,568"
Parker Washington,WR,Jaguars,"$4,032,264","$1,008,066","$192,264"
Lewis Cine,S,Eagles,"$2,015,000","$1,007,500",$0
Jaelyn Duncan,RT,Titans,"$4,029,808","$1,007,452","$189,808"
Kayshon Boutte,WR,Patriots,"$4,027,274","$1,006,819","$187,274"
Tanner McKee,QB,Eagles,"$4,026,520","$1,006,630","$186,520"
Sam Howell,QB,Seahawks,"$4,021,600","$1,005,400","$361,600"
Nathaniel Watson,LB,Browns,"$4,020,000","$1,005,000",$0
Luke Wypler,RG,Browns,"$4,019,972","$1,004,993","$179,972"
Trey Palmer,WR,Buccaneers,"$4,019,296","$1,004,824","$179,296"
Bryce Baringer,P,Patriots,"$4,018,456","$1,004,614","$178,456"
Elijah Higgins,WR,Cardinals,"$4,015,880","$1,003,970","$175,880"
Micah McFadden,LB,Giants,"$4,015,704","$1,003,926","$355,704"
Jerrick Reed,S,Seahawks,"$4,014,800","$1,003,700","$174,800"
D.J. Davidson,IDL,Giants,"$4,014,120","$1,003,530","$354,120"
Scott Matlock,IDL,Chargers,"$4,012,292","$1,003,073","$172,292"
Zayne Anderson,S,Packers,"$2,005,000","$1,002,500","$10,000"
Jarrett Patterson,C,Texans,"$4,009,976","$1,002,494","$169,976"
Khalil Shakir,WR,Bills,"$4,007,152","$1,001,788","$347,152"
Amari Burney,S,Raiders,"$4,005,116","$1,001,279","$165,116"
Jarrick Bernard-Converse,CB,Jets,"$4,004,384","$1,001,096","$164,384"
Xavier Hutchinson,WR,Texans,"$4,003,700","$1,000,925","$163,700"
Andrei Iosivas,WR,Bengals,"$3,999,392","$999,848","$159,392"
Tyler Allgeier,RB,Falcons,"$3,993,888","$998,472","$333,888"
Delarrin Turner-Yell,S,Broncos,"$3,993,048","$998,262","$333,048"
Tariq Woolen,CB,Seahawks,"$3,992,216","$998,054","$332,216"
Garret Wallow,LB,Titans,"$1,995,000","$997,500",$0
Roy Lopez,IDL,Cardinals,"$1,995,000","$997,500",$0
Tre Hawkins,CB,Giants,"$3,989,520","$997,380","$149,520"
Matt Waletzko,RT,Cowboys,"$3,983,492","$995,873","$323,492"
Jerome Ford,RB,Browns,"$3,982,148","$995,537","$322,148"
Zyon McCollum,CB,Buccaneers,"$3,981,732","$995,433","$321,732"
Eric Johnson,IDL,Patriots,"$3,980,740","$995,185","$320,740"
Ralph Holley,IDL,Browns,"$2,985,000","$995,000","$20,000"
D'Ante Smith,RT,Bengals,"$3,979,344","$994,836","$499,344"
Otito Ogbonnia,IDL,Chargers,"$3,978,888","$994,722","$318,888"
D'Marco Jackson,LB,Saints,"$3,976,916","$994,229","$316,916"
Deuce Vaughn,RB,Cowboys,"$3,973,332","$993,333","$133,332"
Dante Stills,IDL,Cardinals,"$3,973,332","$993,333","$133,332"
Demario Douglas,WR,Patriots,"$3,973,332","$993,333","$133,332"
Dee Winters,LB,49ers,"$3,973,332","$993,333","$133,332"
Kyren Williams,RB,Rams,"$3,970,408","$992,602","$310,408"
Tycen Anderson,S,Bengals,"$3,966,084","$991,521","$306,084"
DaRon Bland,CB,Cowboys,"$3,964,788","$991,197","$304,788"
Jake Bates,K,Lions,"$1,980,000","$990,000","$150,000"
Braxton Jones,LT,Bears,"$3,959,548","$989,887","$299,548"
Ty Chandler,RB,Vikings,"$3,958,844","$989,711","$298,844"
Antoine Green,WR,Lions,"$3,956,760","$989,190","$116,760"
Jaylon Jones,CB,Colts,"$3,953,480","$988,370","$113,480"
Ajou Ajou,WR,Colts,"$2,965,000","$988,333",$0
Elliott Brown,EDGE,Cardinals,"$2,965,000","$988,333",$0
Jack Wilson,RT,Colts,"$2,965,000","$988,333",$0
Tra Fluellen,S,Saints,"$2,965,000","$988,333",$0
Ethan Evans,P,Rams,"$3,948,000","$987,000","$108,000"
Luke Wattenberg,LG,Broncos,"$3,947,716","$986,929","$287,716"
DeMarcco Hellams,S,Falcons,"$3,946,300","$986,575","$106,300"
Cooper Hodges,RT,Jaguars,"$3,945,492","$986,373","$105,492"
Samuel Womack,CB,Colts,"$3,943,324","$985,831","$283,324"
Colton Dowell,WR,Titans,"$3,942,696","$985,674","$102,696"
Andrew Vorhees,LG,Ravens,"$3,942,112","$985,528","$102,112"
Nick Broeker,LG,Texans,"$3,942,100","$985,525","$102,100"
Carrington Valentine,CB,Packers,"$3,940,660","$985,165","$100,660"
Isaiah Pola-Mao,S,Raiders,"$985,000","$985,000",$0
Austin Deculus,RT,Texans,"$985,000","$985,000","$5,000"
Kayode Awosika,LG,Lions,"$985,000","$985,000",$0
Michael Dwumfour,IDL,Browns,"$985,000","$985,000",$0
Ryan Neuzil,C,Falcons,"$985,000","$985,000",$0
Cal Adomitis,LS,Bengals,"$985,000","$985,000",$0
Chandler Wooten,LB,Panthers,"$985,000","$985,000",$0
Liam McCullough,LS,Falcons,"$985,000","$985,000",$0
Ronnie Rivers,RB,Rams,"$985,000","$985,000",$0
Theo Jackson,S,Vikings,"$985,000","$985,000",$0
Desmond Ridder,QB,Raiders,"$985,000","$985,000",$0
Jesse Luketa,EDGE,Cardinals,"$985,000","$985,000",$0
Christian Matthew,CB,Ravens,"$985,000","$985,000",$0
Keith Taylor,CB,Chiefs,"$985,000","$985,000",$0
Peyton Hendershot,TE,Chiefs,"$985,000","$985,000",$0
Trevor Denbow,S,Colts,"$985,000","$985,000",$0
Quinton Bell,EDGE,Dolphins,"$985,000","$985,000",$0
Nate Landman,LB,Falcons,"$985,000","$985,000",$0
Velus Jones Jr.,WR,Panthers,"$985,000","$985,000",$0
Shane Zylstra,TE,Lions,"$985,000","$985,000",$0
Josh Blackwell,CB,Bears,"$985,000","$985,000",$0
Quintin Morris,TE,Bills,"$985,000","$985,000",$0
Cade York,K,Bengals,"$985,000","$985,000",$0
Josh Jobe,CB,Seahawks,"$985,000","$985,000",$0
Zachary Thomas,RT,Texans,"$985,000","$985,000",$0
Tim Jones,WR,Jaguars,"$985,000","$985,000",$0
Caleb Farley,CB,Panthers,"$985,000","$985,000",$0
Jaelon Darden,WR,Seahawks,"$985,000","$985,000",$0
Foster Sarell,LT,Chargers,"$985,000","$985,000",$0
Bailey Zappe,QB,Browns,"$985,000","$985,000",$0
Myles Adams,IDL,Lions,"$985,000","$985,000",$0
Joe Giles-Harris,LB,Jaguars,"$985,000","$985,000",$0
Anthony Schwartz,WR,Dolphins,"$985,000","$985,000",$0
Deven Thompkins,WR,Panthers,"$985,000","$985,000",$0
Eric Banks,IDL,Buccaneers,"$985,000","$985,000",$0
Zachary Carter,IDL,Raiders,"$985,000","$985,000",$0
Christian Elliss,LB,Patriots,"$985,000","$985,000",$0
Jody Fortson,TE,Chiefs,"$985,000","$985,000",$0
Cade Mays,LG,Panthers,"$985,000","$985,000",$0
Chris Williams,IDL,Bears,"$985,000","$985,000",$0
Darrell Baker Jr.,CB,Titans,"$985,000","$985,000",$0
